width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_entropy,test_entropy,train_coverage,test_coverage,train_optimal_action_rate,test_optimal_action_rate,fim_trace
10.0,1.0,0.0,94.0,0.0065628848648554335,-0.09079538811211722,1.0985037698009286,1.1159412392156287,1.005553188920021,1.0275593513250352,1.0,1.0,0.5,0.45,nan
10.0,1.0,1.0,94.0,0.8863702097120529,0.5620866972300159,0.6339800705695784,0.9745865151787223,1.1557744860649108,1.1634083521366119,1.0,1.0,0.95,0.78,nan
10.0,1.0,2.0,94.0,0.6961465370289143,0.19088421598175553,0.8970241711108768,1.0922241879867411,1.079888752102852,1.1160227397084237,1.0,1.0,0.85,0.595,nan
128.0,1.0,0.0,1156.0,0.7065628848648555,0.5692046118878827,0.8648544334595043,0.9788036668298166,0.8622854292392731,0.9235064905881881,1.0,1.0,0.85,0.78,nan
128.0,1.0,1.0,1156.0,0.8863702097120529,0.36208669723001596,0.6339800705695784,1.0733799012212974,0.9709548383951188,1.055726129412651,1.0,1.0,0.95,0.68,nan
128.0,1.0,2.0,1156.0,0.8961465370289143,0.4108842159817555,0.6594297499062567,1.034481713116159,0.8627778306603432,0.9484484290331602,1.0,1.0,0.95,0.705,nan
12.0,1.0,0.0,112.0,0.6065628848648555,0.0692046118878828,0.9583911486205923,1.1205857877878624,1.0698750972747804,1.1327898317575456,1.0,1.0,0.8,0.53,nan
12.0,1.0,1.0,112.0,0.586370209712053,0.20208669723001588,0.9386993199127915,1.1019334138655112,1.1174442678689958,1.166508822441101,1.0,1.0,0.8,0.6,nan
12.0,1.0,2.0,112.0,0.4961465370289143,0.12088421598175553,1.0272731777430566,1.1078862696288037,0.9896614164113998,1.0548516675829887,1.0,1.0,0.75,0.56,nan
16.0,1.0,0.0,148.0,0.8065628848648555,0.22920461188788277,0.7712572639133839,1.1021633221857372,1.1406035482883454,1.2015037325024605,1.0,1.0,0.9,0.61,nan
16.0,1.0,1.0,148.0,0.7863702097120531,0.47208669723001595,0.7764666444040387,1.033870492770202,1.1079927176237105,1.1417696592211724,1.0,1.0,0.9,0.735,nan
16.0,1.0,2.0,148.0,0.5961465370289143,0.14088421598175555,0.9484519724321357,1.101330441264826,0.9946447730064392,1.0667444884777069,1.0,1.0,0.8,0.57,nan
192.0,1.0,0.0,1732.0,0.8065628848648555,0.2792046118878828,0.7712572639133839,1.093415807343506,0.9612541556358337,1.0307262448966503,1.0,1.0,0.9,0.635,nan
192.0,1.0,1.0,1732.0,0.7863702097120528,0.21208669723001589,0.7485380440322756,1.1128000035797656,0.9202549755573273,1.041731223165989,1.0,1.0,0.9,0.605,nan
192.0,1.0,2.0,1732.0,0.6961465370289143,0.4308842159817556,0.8970241711108768,1.0335593386383262,0.982881498336792,1.0656284800171851,1.0,1.0,0.85,0.715,nan
24.0,1.0,0.0,220.0,0.7065628848648555,0.43920461188788285,0.8648544334595043,1.0354743203885848,1.0411990612745285,1.1187809273600577,1.0,1.0,0.85,0.715,nan
24.0,1.0,1.0,220.0,0.7863702097120531,0.602086697230016,0.7764666444040387,0.9525302309402239,1.0247400403022766,1.1005628079175949,1.0,1.0,0.9,0.8,nan
24.0,1.0,2.0,220.0,0.8961465370289143,0.5108842159817555,0.6594297499062567,0.9958018661308883,1.0339107275009156,1.0709026283025742,1.0,1.0,0.95,0.755,nan
256.0,1.0,0.0,2308.0,0.8065628848648555,0.36920461188788284,0.7712572639133839,1.061637853828275,0.870461156964302,0.9899802734702825,1.0,1.0,0.9,0.68,nan
256.0,1.0,1.0,2308.0,0.8863702097120529,0.36208669723001585,0.6339800705695784,1.0743177537726545,0.9290688246488571,1.036968867778778,1.0,1.0,0.95,0.68,nan
256.0,1.0,2.0,2308.0,0.7961465370289144,0.2908842159817555,0.7803353931850376,1.079748885596356,0.8859720140695572,0.9884221336245537,1.0,1.0,0.9,0.645,nan
2.0,1.0,0.0,22.0,0.0065628848648554335,-0.09079538811211722,1.0985037698009286,1.1159412392156287,1.2604137539863587,1.2583954060077667,1.0,1.0,0.5,0.45,nan
2.0,1.0,1.0,22.0,-0.013629790287947028,-0.27791330276998405,1.1026543340453165,1.091150225899151,1.1017167806625365,1.1147475638985633,1.0,1.0,0.5,0.36,nan
2.0,1.0,2.0,22.0,0.29614653702891425,-0.07911578401824444,1.0940643161261505,1.109229114913881,1.0506605893373488,1.0566016241908074,1.0,1.0,0.65,0.46,nan
32.0,1.0,0.0,292.0,0.7065628848648555,0.48920461188788283,0.8648544334595043,1.0171701748464317,1.034266358613968,1.1173895040154458,1.0,1.0,0.85,0.74,nan
32.0,1.0,1.0,292.0,0.8863702097120529,0.40208669723001594,0.6339800705695784,1.0494785620455953,1.0484504580497742,1.1286914995312691,1.0,1.0,0.95,0.7,nan
32.0,1.0,2.0,292.0,0.7961465370289144,0.4308842159817555,0.7803353931850376,1.0277810938805794,1.0286079227924347,1.0953173205256461,1.0,1.0,0.9,0.715,nan
3.0,1.0,0.0,31.0,0.30656288486485544,-0.030795388112117208,1.0660412959772063,1.1160863504024088,1.0325101882219314,1.0828804543614388,1.0,1.0,0.65,0.48,nan
3.0,1.0,1.0,31.0,0.38637020971205305,-0.007913302769984107,1.023193000909822,1.1347628993136536,1.1523321658372878,1.1684323239326477,1.0,1.0,0.7,0.495,nan
3.0,1.0,2.0,31.0,-0.003853462971085726,-0.09911578401824446,1.1409255317204092,1.1109900446986856,1.0060504347085952,1.0266780424118043,1.0,1.0,0.5,0.45,nan
48.0,1.0,0.0,436.0,0.9065628848648555,0.2092046118878828,0.6746207327680481,1.1012275556180016,1.0752900570631028,1.1435669907927513,1.0,1.0,0.95,0.6,nan
48.0,1.0,1.0,436.0,0.38637020971205305,0.12208669723001589,1.023193000909822,1.1287594567970998,0.9310597211122513,1.007685592919588,1.0,1.0,0.7,0.56,nan
48.0,1.0,2.0,436.0,0.7961465370289144,0.3708842159817555,0.7803353931850376,1.0491033577753783,0.938778093457222,1.0486256152391433,1.0,1.0,0.9,0.685,nan
4.0,1.0,0.0,40.0,0.6065628848648555,-0.010795388112117209,0.9583911486205923,1.1221542239938307,1.2760093748569488,1.2916686737537384,1.0,1.0,0.8,0.49,nan
4.0,1.0,1.0,40.0,0.486370209712053,0.08208669723001587,0.9804899588817764,1.1386041968464493,1.0634710192680359,1.0665989381074905,1.0,1.0,0.75,0.54,nan
4.0,1.0,2.0,40.0,0.5961465370289143,0.07088421598175555,0.9484519724321357,1.1088130540115004,1.0659606277942657,1.1072956010699273,1.0,1.0,0.8,0.535,nan
5.0,1.0,0.0,49.0,0.5065628848648555,0.01920461188788278,1.015701244308433,1.1204637043220933,1.2149367421865462,1.2376926547288896,1.0,1.0,0.75,0.505,nan
5.0,1.0,1.0,49.0,-0.01362979028794701,-0.03791330276998411,1.0972425173452285,1.1249196177967644,0.9925332918763161,1.032087601274252,1.0,1.0,0.5,0.48,nan
5.0,1.0,2.0,49.0,0.4961465370289143,0.23088421598175554,1.0272731777430566,1.087984759035491,1.1122215300798417,1.1413472646474838,1.0,1.0,0.75,0.615,nan
64.0,1.0,0.0,580.0,0.7065628848648555,0.4792046118878828,0.8648544334595043,1.0181382672613362,0.8984001234173775,1.0013398458063603,1.0,1.0,0.85,0.735,nan
64.0,1.0,1.0,580.0,0.686370209712053,0.20208669723001585,0.8505612633699866,1.1188939780013734,0.9128887087106705,1.0291134896874428,1.0,1.0,0.85,0.6,nan
64.0,1.0,2.0,580.0,0.5961465370289143,0.17088421598175557,0.9484519724321357,1.098264788439754,0.9042856156826019,1.0229396280646323,1.0,1.0,0.8,0.585,nan
6.0,1.0,0.0,58.0,0.6065628848648555,0.1092046118878828,0.9583911486205923,1.114509195242771,1.0204113364219665,1.0735896316170692,1.0,1.0,0.8,0.55,nan
6.0,1.0,1.0,58.0,0.38637020971205305,0.052086697230015896,1.023193000909822,1.1385025048066024,1.1207604199647903,1.1390625551342963,1.0,1.0,0.7,0.525,nan
6.0,1.0,2.0,58.0,0.39614653702891434,0.03088421598175554,1.058959920563793,1.1114404842510714,0.938496345281601,0.9670096054673195,1.0,1.0,0.7,0.515,nan
8.0,1.0,0.0,76.0,0.5065628848648555,0.0692046118878828,1.015701244308433,1.1214611145723024,1.1131059855222702,1.1577106124162675,1.0,1.0,0.75,0.53,nan
8.0,1.0,1.0,76.0,0.7863702097120528,0.2920866972300159,0.7485380440322756,1.0837867509405452,1.1911801815032959,1.2098359489440917,1.0,1.0,0.9,0.645,nan
8.0,1.0,2.0,76.0,0.4961465370289143,0.10088421598175555,1.0272731777430566,1.106765934140578,0.946552163362503,1.0056558352708818,1.0,1.0,0.75,0.55,nan
96.0,1.0,0.0,868.0,0.9065628848648555,0.5492046118878827,0.6575359692657422,0.9929469563535355,1.0180048793554306,1.0604579646885395,1.0,1.0,0.95,0.77,nan
96.0,1.0,1.0,868.0,0.8863702097120529,0.4320866972300158,0.6339800705695784,1.0418177847162875,0.9050880491733551,1.0145116336643696,1.0,1.0,0.95,0.715,nan
96.0,1.0,2.0,868.0,0.7961465370289144,0.3408842159817555,0.7803353931850376,1.0611276771990004,0.9708767980337143,1.053824554234743,1.0,1.0,0.9,0.67,nan
