width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_optimal_action_rate,test_optimal_action_rate,train_optimal_action_std,test_optimal_action_std,train_entropy,test_entropy,train_coverage,test_coverage,fim_trace
16.0,1.0,3.0,32.0,0.987633322164952,0.8785713477731655,0.5681645783113728,0.6872763741901879,0.985,0.935,0.12155245781143219,0.246525860712421,nan,nan,1.0,1.0,nan
