width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_optimal_action_rate,test_optimal_action_rate,train_optimal_action_std,test_optimal_action_std,train_entropy,test_entropy,train_coverage,test_coverage,fim_trace
128.0,1.0,0.0,128.0,1.0005578164005924,0.6750381994737188,0.09393861697539634,0.47149225020677366,1.0,0.685,0.0,0.4645158770160607,nan,nan,1.0,1.0,nan
128.0,1.0,1.0,128.0,1.0037245690008085,0.6884179213822931,0.09585722857919898,0.47011676381734535,1.0,0.695,0.0,0.460407428263272,nan,nan,1.0,1.0,nan
128.0,1.0,2.0,128.0,0.9866100578847288,0.6082568074716879,0.10025563052784568,0.4973282349588253,1.0,0.605,0.0,0.4888506929523574,nan,nan,1.0,1.0,nan
192.0,1.0,0.0,192.0,0.9794873688364674,0.6071026158822577,0.12739945805359404,0.4935046620996773,1.0,0.615,0.0,0.4865953144040744,nan,nan,1.0,1.0,nan
192.0,1.0,1.0,192.0,1.0037245690008085,0.5512231287912578,0.09585722857919898,0.49143707377367407,1.0,0.605,0.0,0.4888506929523574,nan,nan,1.0,1.0,nan
192.0,1.0,2.0,192.0,0.9422333981188892,0.5753283673106385,0.22036295959312496,0.4932530445755135,1.0,0.61,0.0,0.4877499359302879,nan,nan,1.0,1.0,nan
256.0,1.0,0.0,256.0,0.9764229182148624,0.5007535693539182,0.1381387009263281,0.4987375888608158,1.0,0.535,0.0,0.49877349568717055,nan,nan,1.0,1.0,nan
256.0,1.0,1.0,256.0,0.9523886810173673,0.6304326003597231,0.22424577694564293,0.4838774436033484,1.0,0.67,0.0,0.47021271782034985,nan,nan,1.0,1.0,nan
256.0,1.0,2.0,256.0,0.8922333981188892,0.4370141616417719,0.29787229267657467,0.49089328719976644,0.95,0.485,0.21794494717703367,0.49977494935220584,nan,nan,1.0,1.0,nan
384.0,1.0,0.0,384.0,0.9243617657566715,0.48662972216735284,0.18451912640710277,0.4963268434559613,1.0,0.51,0.0,0.4998999899979995,nan,nan,1.0,1.0,nan
384.0,1.0,1.0,384.0,0.9774845480104369,0.5048884934366794,0.12663174942239472,0.5002166375505585,1.0,0.545,0.0,0.49797088268291345,nan,nan,1.0,1.0,nan
384.0,1.0,2.0,384.0,0.9802362113538144,0.5761933335615946,0.10123709503362535,0.48907476743699146,1.0,0.63,0.0,0.4828043081829324,nan,nan,1.0,1.0,nan
512.0,1.0,0.0,512.0,0.9947082404041935,0.43844210204909245,0.09742975089961745,0.4948138955753663,1.0,0.475,0.0,0.4993746088859544,nan,nan,1.0,1.0,nan
512.0,1.0,1.0,512.0,0.9978749930044097,0.48678212793479875,0.09908011865304217,0.49560533917001504,1.0,0.525,0.0,0.4993746088859544,nan,nan,1.0,1.0,nan
512.0,1.0,2.0,512.0,0.9505457162204145,0.5388202346070362,0.14959987740255734,0.4994322538395498,1.0,0.565,0.0,0.4957569969249047,nan,nan,1.0,1.0,nan
768.0,1.0,0.0,768.0,0.9970071081066776,0.5281272697938482,0.09526231255547289,0.49275395711356734,1.0,0.56,0.0,0.4963869458396343,nan,nan,1.0,1.0,nan
768.0,1.0,1.0,768.0,1.0037245690008085,0.6266785951138586,0.09585722857919898,0.48652902852475544,1.0,0.65,0.0,0.47696960070847283,nan,nan,1.0,1.0,nan
768.0,1.0,2.0,768.0,0.9866100578847288,0.6231053646980478,0.10025563052784568,0.48125750558941727,1.0,0.685,0.0,0.4645158770160607,nan,nan,1.0,1.0,nan
1024.0,1.0,0.0,1024.0,0.9952488038683582,0.5535222365451853,0.09598691350642025,0.5005862682796114,1.0,0.565,0.0,0.4957569969249047,nan,nan,1.0,1.0,nan
1024.0,1.0,1.0,1024.0,0.9565409432282133,0.5305710528970808,0.222833928896135,0.5038996957322353,1.0,0.555,0.0,0.4969657935914705,nan,nan,1.0,1.0,nan
1024.0,1.0,2.0,1024.0,0.8981973405274509,0.41579117979394925,0.24279891601094677,0.4780554687549998,1.0,0.475,0.0,0.4993746088859544,nan,nan,1.0,1.0,nan
