num_params,width,run_count,train_fit_mean,train_fit_std,test_return_mean,test_return_std,test_return_sem,test_return_ci95,train_coverage_mean,train_coverage_std,test_coverage_mean,test_coverage_std
2.0,2.0,3.0,0.25087966648307886,0.09313204567621879,0.2281052370446203,0.08787686053441704,0.050735729085084884,0.09944202900676637,1.0,0.0,1.0,0.0
3.0,3.0,3.0,0.3175463331497455,0.17730755957151856,0.309771903711287,0.1439332531365706,0.08309990244373759,0.16287580878972568,1.0,0.0,1.0,0.0
4.0,4.0,3.0,0.5675463331497456,0.11797180930371395,0.434771903711287,0.032443804574445734,0.018731439304591858,0.036713621037000044,1.0,0.0,1.0,0.0
5.0,5.0,3.0,0.5008796664830788,0.006609729296420039,0.4531052370446203,0.0012749257531516735,0.0007360787267789051,0.0014427143044866539,1.0,0.0,1.0,0.0
6.0,6.0,3.0,0.43421299981641215,0.12199811911934985,0.33143857037795366,0.13490330064124068,0.07788645693978932,0.15265745560198707,1.0,0.0,1.0,0.0
8.0,8.0,3.0,0.5508796664830787,0.08915678871032127,0.439771903711287,0.061166029153631306,0.03531422339710953,0.06921587785833468,1.0,0.0,1.0,0.0
10.0,10.0,3.0,0.5342129998164121,0.2308690035665985,0.4864385703779536,0.04139938924587208,0.023901948525390345,0.04684781910976508,1.0,0.0,1.0,0.0
12.0,12.0,3.0,0.800879666483079,0.04388063808009975,0.5231052370446203,0.027717077491380006,0.016002462150797963,0.031364825815564004,1.0,0.0,1.0,0.0
16.0,16.0,3.0,0.8175463331497456,0.08077013449312201,0.4964385703779537,0.03660205528941855,0.021132206474239367,0.04141912468950916,1.0,0.0,1.0,0.0
24.0,24.0,3.0,0.9508796664830786,0.04388063808009975,0.6497719037112869,0.050116838674311985,0.028934970299547072,0.05671254178711226,1.0,0.0,1.0,0.0
32.0,32.0,3.0,0.9508796664830786,0.00660972929642007,0.6297719037112869,0.09737648509529201,0.05622033988250642,0.11019186616971259,1.0,0.0,1.0,0.0
48.0,48.0,3.0,0.9842129998164122,0.035406943643779006,0.6714385703779536,0.053989519093232505,0.03117086338189623,0.061094892228516606,1.0,0.0,1.0,0.0
64.0,64.0,3.0,0.9675463331497456,0.03344503213142583,0.6397719037112869,0.053599070459317076,0.030945437758000433,0.06065305800568085,1.0,0.0,1.0,0.0
96.0,96.0,3.0,0.950879666483079,0.051479659643563436,0.6281052370446203,0.05378734669189684,0.031054139091562367,0.06086611261946224,1.0,0.0,1.0,0.0
128.0,128.0,3.0,0.9342129998164123,0.0621298518736277,0.5531052370446202,0.0337334073066745,0.01947599178919181,0.03817294390681595,1.0,0.0,1.0,0.0
192.0,192.0,3.0,0.9675463331497456,0.03344503213142583,0.6364385703779536,0.09178003949853936,0.05298923051071618,0.10385889180100372,1.0,0.0,1.0,0.0
256.0,256.0,3.0,0.9675463331497456,0.03344503213142583,0.6231052370446203,0.0681941895236163,0.039371933678628235,0.07716899001011134,1.0,0.0,1.0,0.0
