width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_optimal_action_rate,test_optimal_action_rate,train_optimal_action_std,test_optimal_action_std,train_entropy,test_entropy,train_coverage,test_coverage,fim_trace
2.0,1.0,0.0,2.0,0.2198030963738662,0.2119325385696625,0.2661275040573558,0.2814825751302792,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
2.0,1.0,1.0,2.0,0.3115703550979203,0.28033703650824426,0.3257782851360097,0.32674638087512403,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
2.0,1.0,2.0,2.0,0.2939750379729276,0.22586829619872106,0.3111533204569512,0.29878538179657127,0.5,0.425,0.5,0.4943429983321297,nan,nan,1.0,1.0,nan
3.0,1.0,0.0,3.0,0.1851532936294776,0.24475642111966361,0.3070251503009691,0.3156564068712232,0.3,0.395,0.45825756949558394,0.4888506929523574,nan,nan,1.0,1.0,nan
3.0,1.0,1.0,3.0,0.09282035509792035,0.19283703650824427,0.24368277393705257,0.305906341517074,0.15,0.31,0.3570714214271425,0.462493243193887,nan,nan,1.0,1.0,nan
3.0,1.0,2.0,3.0,0.043123795728683995,0.06829933913814558,0.1829180408173418,0.20136862351016507,0.1,0.16,0.3,0.36660605559646714,nan,nan,1.0,1.0,nan
4.0,1.0,0.0,4.0,0.3101532936294776,0.2799928958422874,0.3293967726349629,0.3311975548032287,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
4.0,1.0,1.0,4.0,0.3930066985889977,0.2940081134020507,0.306539343467797,0.3274942452798349,0.65,0.475,0.47696960070847283,0.4993746088859544,nan,nan,1.0,1.0,nan
4.0,1.0,2.0,4.0,0.17400675330638937,0.22871128904091848,0.26941224732751,0.3020096417245011,0.35,0.4,0.47696960070847283,0.4898979485566356,nan,nan,1.0,1.0,nan
5.0,1.0,0.0,5.0,0.09140329362947758,0.19249289584228746,0.24371030371638355,0.30386444322595335,0.15,0.31,0.3570714214271425,0.462493243193887,nan,nan,1.0,1.0,nan
5.0,1.0,1.0,5.0,0.3115703550979203,0.28033703650824426,0.3257782851360097,0.32674638087512403,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
5.0,1.0,2.0,5.0,0.3093981078672414,0.27951486708986295,0.3196269544807909,0.32573790062567337,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
6.0,1.0,0.0,6.0,0.3101532936294776,0.2799928958422874,0.3293967726349629,0.3311975548032287,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
6.0,1.0,1.0,6.0,0.3115703550979203,0.28033703650824426,0.3257782851360097,0.32674638087512403,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
6.0,1.0,2.0,6.0,0.3093981078672414,0.27967596860992444,0.3196269544807909,0.32588310887188354,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
8.0,1.0,0.0,8.0,0.10431891681749639,0.1249612293846344,0.2479505185733883,0.25276615012761244,0.2,0.245,0.4000000000000001,0.4300872004605578,nan,nan,1.0,1.0,nan
8.0,1.0,1.0,8.0,0.3115703550979203,0.28033703650824426,0.3257782851360097,0.32674638087512403,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
8.0,1.0,2.0,8.0,0.3093981078672414,0.27967596860992444,0.3196269544807909,0.32588310887188354,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
10.0,1.0,0.0,10.0,0.22670699508983908,0.14267346230218164,0.30232001363373995,0.2740582036189316,0.4,0.24,0.48989794855663565,0.4270831300812524,nan,nan,1.0,1.0,nan
10.0,1.0,1.0,10.0,0.2490703550979203,0.16937300230852964,0.32359790689135504,0.2946032569240869,0.4,0.275,0.4898979485566356,0.4465142774872938,nan,nan,1.0,1.0,nan
10.0,1.0,2.0,10.0,0.3093981078672414,0.27967596860992444,0.3196269544807909,0.32588310887188354,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
12.0,1.0,0.0,12.0,0.4664032936294777,0.32999289584228747,0.29147783127243393,0.33042809192711625,0.75,0.53,0.4330127018922193,0.4990991885387111,nan,nan,1.0,1.0,nan
12.0,1.0,1.0,12.0,0.32813091705289543,0.2830590703665435,0.31821204523009294,0.32661120501347934,0.55,0.455,0.49749371855331,0.49797088268291345,nan,nan,1.0,1.0,nan
12.0,1.0,2.0,12.0,0.3398102379250531,0.2566585326420022,0.30210202578615586,0.31651128764334596,0.6,0.435,0.48989794855663565,0.4957569969249047,nan,nan,1.0,1.0,nan
16.0,1.0,0.0,16.0,0.19931727351743994,0.14005800199577562,0.29994227096145426,0.2669767880702016,0.35,0.26,0.47696960070847283,0.43863424398922624,nan,nan,1.0,1.0,nan
16.0,1.0,1.0,16.0,0.27260681221929256,0.21976719747774007,0.29001290543816083,0.28870211739703616,0.55,0.435,0.49749371855331,0.4957569969249047,nan,nan,1.0,1.0,nan
16.0,1.0,2.0,16.0,0.3093981078672414,0.27967596860992444,0.3196269544807909,0.32588310887188354,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
24.0,1.0,0.0,24.0,0.2382730350096923,0.19440260094473114,0.27592119623667016,0.26897238846593,0.5,0.415,0.5,0.49272203116970525,nan,nan,1.0,1.0,nan
24.0,1.0,1.0,24.0,0.4512873975440568,0.36086794700018765,0.28291491335686275,0.3137743084995589,0.75,0.6,0.4330127018922193,0.48989794855663565,nan,nan,1.0,1.0,nan
24.0,1.0,2.0,24.0,0.41280937854528477,0.35980170833336844,0.27844988888244104,0.3136382387573812,0.75,0.61,0.4330127018922193,0.4877499359302879,nan,nan,1.0,1.0,nan
32.0,1.0,0.0,32.0,0.3570598408778411,0.2657265530235504,0.2785967123817786,0.2909227314506485,0.7,0.525,0.458257569495584,0.4993746088859544,nan,nan,1.0,1.0,nan
32.0,1.0,1.0,32.0,0.4678203550979203,0.28754242237202526,0.2870317008369943,0.32550425199824895,0.75,0.47,0.4330127018922193,0.49909918853871116,nan,nan,1.0,1.0,nan
32.0,1.0,2.0,32.0,0.3093981078672414,0.24646544205414783,0.3196269544807909,0.32064932564128645,0.5,0.4,0.5,0.48989794855663565,nan,nan,1.0,1.0,nan
48.0,1.0,0.0,48.0,0.4171112090547782,0.32637445566127055,0.250811931225296,0.2894745653969823,0.85,0.645,0.3570714214271425,0.478513322698543,nan,nan,1.0,1.0,nan
48.0,1.0,1.0,48.0,0.529482485155732,0.36486667226545216,0.2272505474565496,0.3195740916215549,0.9,0.6,0.3,0.48989794855663565,nan,nan,1.0,1.0,nan
48.0,1.0,2.0,48.0,0.41609154854297686,0.21658368053304686,0.2284985025054891,0.2723269814797511,0.9,0.475,0.3,0.4993746088859544,nan,nan,1.0,1.0,nan
64.0,1.0,0.0,64.0,0.508715976794551,0.45631547120282406,0.21537842746457006,0.27644264255091344,0.9,0.77,0.3,0.4208325082500163,nan,nan,1.0,1.0,nan
64.0,1.0,1.0,64.0,0.4764506487056321,0.3601562967478454,0.26329637962280433,0.2967108786178074,0.8,0.65,0.4,0.47696960070847283,nan,nan,1.0,1.0,nan
64.0,1.0,2.0,64.0,0.4604498511958127,0.3422380317972852,0.21438701479613953,0.2998551991366217,0.9,0.62,0.3,0.48538644398046393,nan,nan,1.0,1.0,nan
96.0,1.0,0.0,96.0,0.5565155714948874,0.3536176487512325,0.15588245962825714,0.3017866274489487,1.0,0.63,0.0,0.4828043081829324,nan,nan,1.0,1.0,nan
96.0,1.0,1.0,96.0,0.5009987143680161,0.31915953602187036,0.22851567069554227,0.3178444873845582,0.9,0.545,0.3,0.49797088268291345,nan,nan,1.0,1.0,nan
96.0,1.0,2.0,96.0,0.42051299278020904,0.2890579644070817,0.23127855106940381,0.28433097790044215,0.85,0.595,0.3570714214271425,0.4908920451586072,nan,nan,1.0,1.0,nan
128.0,1.0,0.0,128.0,0.5303843125899534,0.36777227041194194,0.21905519757461123,0.3166082290785518,0.9,0.61,0.3,0.4877499359302879,nan,nan,1.0,1.0,nan
128.0,1.0,1.0,128.0,0.43412836770263374,0.3136715820013702,0.24312447571690074,0.29722576661381184,0.85,0.6,0.3570714214271425,0.48989794855663565,nan,nan,1.0,1.0,nan
128.0,1.0,2.0,128.0,0.4971214196491246,0.3364040631281091,0.19727729591327306,0.28845047650522543,0.95,0.64,0.21794494717703367,0.48,nan,nan,1.0,1.0,nan
192.0,1.0,0.0,192.0,0.45672012420494373,0.2825489687628483,0.19579500092762891,0.2994960167414416,0.95,0.535,0.21794494717703367,0.49877349568717055,nan,nan,1.0,1.0,nan
192.0,1.0,1.0,192.0,0.3919792232915467,0.210563349383992,0.2534209422815185,0.26097358143634997,0.8,0.49,0.4,0.4998999899979995,nan,nan,1.0,1.0,nan
