width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_entropy,test_entropy,train_coverage,test_coverage,fim_trace
10.0,2.0,0.0,4204.0,0.739752728855931,0.024795291118038132,0.45817735556201505,0.5372208037619528,0.21779855143638227,0.09771285450416724,0.24665730651258894,0.14892943568030464,nan
10.0,2.0,1.0,4204.0,0.8834213580060325,-0.18875065769028126,0.29244539302019695,0.3390201382452666,0.09471339508986291,0.1122217215380569,0.24564035736004655,0.11840623502329489,nan
10.0,2.0,2.0,4204.0,0.736352728855931,-0.15442482723548234,0.47313643069450056,0.3918061687266027,0.11677703624720599,0.03816400130546219,0.23034092233179795,0.1157848156556668,nan
12.0,2.0,0.0,5260.0,0.908152728855931,0.20684391648340292,0.24298293976662574,0.5968796037197712,0.15611390794580216,0.13324368358930366,0.2469510918233234,0.19546391332323687,nan
12.0,2.0,1.0,5260.0,0.9329949493661167,0.09600571325355006,0.1720348801842231,0.5765077411271301,0.19870450357608235,0.1639986446112406,0.2504148822701647,0.14681687637438354,nan
12.0,2.0,2.0,5260.0,0.9093949493661165,-0.0035527099771260773,0.23688782155273413,0.5242008007842963,0.17759016285627952,0.14523039385206699,0.2509264385105345,0.1318527138250138,nan
16.0,2.0,0.0,7588.0,0.739752728855931,-0.09845729799607895,0.4581948157168533,0.4439234712463665,0.15729399030151778,0.05164151994298836,0.24670102235958347,0.13879852931835457,nan
16.0,2.0,1.0,7588.0,0.741064454197617,0.16449043100467242,0.4620392492778853,0.6011424403885138,0.2545690625163702,0.16175967380361314,0.24380779444273787,0.14703713140909763,nan
16.0,2.0,2.0,7588.0,0.93171432451863,0.1330559784923818,0.17387363845045342,0.5746118582609047,0.11927577856885292,0.16426854448219427,0.24996033681561924,0.1865374457076755,nan
24.0,2.0,0.0,13108.0,0.7605527288559312,0.023671185060840903,0.4514402790215167,0.538287599417133,0.16793189332381833,0.09084531892902682,0.23271380368773018,0.14495605126465808,nan
24.0,2.0,1.0,13108.0,0.9313527288559311,0.07529031473524857,0.17500156584814971,0.5712320513248295,0.16591650230113866,0.15516988990519587,0.2493239731792556,0.13016013247879804,nan
24.0,2.0,2.0,13108.0,0.9081949493661167,0.1441239532900945,0.23971516430964476,0.5796850959732222,0.23956167782790883,0.15515308874326558,0.24905895006677486,0.18818289516185477,nan
2.0,2.0,0.0,700.0,0.929952728855931,0.14695294450398652,0.17490623154100532,0.6031823221996143,0.16456430896153293,0.13846948503218084,0.2493239731792556,0.12779532214788605,nan
2.0,2.0,1.0,700.0,0.9309824978164569,-0.1188040942530958,0.17618935329745347,0.43042532977840936,0.26830505459469456,0.18904369145761382,0.24896033681561924,0.11142566662747228,nan
2.0,2.0,2.0,700.0,0.6536528137423858,0.06000098664115858,0.5312265244551935,0.5589620801225945,0.5035756128736346,0.3916260020103073,0.21193003378531622,0.1465433240221145,nan
32.0,2.0,0.0,19780.0,0.883152728855931,0.09344770200556475,0.29351592459715437,0.5773997457199598,0.2340256580220167,0.12353506512944672,0.24593414267078104,0.13857268929456631,nan
32.0,2.0,1.0,19780.0,0.930152728855931,-0.10651656494959436,0.17494503914109666,0.44678673508254296,0.10205121459172412,0.04862995280785009,0.2493239731792556,0.11902537468034714,nan
32.0,2.0,2.0,19780.0,0.9565949493661167,0.08141384841479184,0.005122499389946283,0.5665075546700038,0.17703060192742562,0.20582104949692273,0.25296033681561925,0.14433313560809022,nan
3.0,2.0,0.0,1075.0,0.736352728855931,-0.14997997457000706,0.47313643069450056,0.3895990741391984,0.2717328330331562,0.06560339403427953,0.23034092233179795,0.1283821468109819,nan
3.0,2.0,1.0,1075.0,0.8525575947171375,0.10977729287298356,0.3374925873362527,0.566620720786052,0.29639834668616394,0.2505483705100822,0.24027107127889605,0.18013940995671437,nan
3.0,2.0,2.0,1075.0,0.7409700270066168,-0.005380319959622157,0.46119621637493213,0.5086540823798157,0.20351856010405459,0.21479285992842392,0.24380779444273787,0.1567826642145984,nan
4.0,2.0,0.0,1468.0,0.7418644541976168,-0.00020050838206089772,0.462402764552226,0.5203396526509997,0.3049402029681579,0.18385357192095253,0.24380779444273787,0.14780211107706567,nan
4.0,2.0,1.0,1468.0,0.9297824978164568,-0.14731880249744334,0.17609661646850489,0.4063610916851846,0.10732554211612726,0.1591020108072866,0.24896033681561924,0.10190078354148303,nan
4.0,2.0,2.0,1468.0,0.9335949493661166,-0.0632732666558809,0.1692596821455127,0.49188279531115625,0.22500678195366133,0.1870553680840927,0.25194338766307683,0.10081048717910816,nan
5.0,2.0,0.0,1879.0,0.8829527288559311,-0.24252151122086552,0.29012276902014833,0.24490414844140318,0.17921206248414737,0.16528373086440395,0.24729007487417085,0.09522151474803046,nan
5.0,2.0,1.0,1879.0,0.9549949493661165,-0.14450202866629755,0.007999999999999997,0.40696841109578397,0.23312859197996574,0.11219938211488113,0.25296033681561925,0.10664654625334742,nan
5.0,2.0,2.0,1879.0,0.9579949493661166,0.16107214622568672,0.0030000000000000027,0.5945141004550971,0.18756132738328815,0.19873022265007445,0.25296033681561925,0.16189446174900968,nan
6.0,2.0,0.0,2308.0,0.9573949493661167,-0.18873821190567175,0.0036660605559646754,0.35726160039736654,0.29714195530463505,0.07437090234805653,0.25296033681561925,0.10176088577446663,nan
6.0,2.0,1.0,2308.0,0.907552728855931,0.08854637307057127,0.2428689736319142,0.5666109036036504,0.12263331593165408,0.09107799227230615,0.2469510918233234,0.16190734607093152,nan
6.0,2.0,2.0,2308.0,0.8053073045670003,-0.07843252780676715,0.40211559228910193,0.4510776825943747,0.23309899428369274,0.2063238243265435,0.2352027610580434,0.15159619338625152,nan
8.0,2.0,0.0,3220.0,0.9323824978164569,0.08209715422685622,0.1763211929397993,0.5725356350556341,0.14114874638111258,0.10961899626095352,0.24896033681561924,0.14103141867207206,nan
8.0,2.0,1.0,3220.0,0.9333949493661166,-0.011777709405835146,0.17065942692977734,0.5132902879293957,0.30391032699465376,0.12808984942224366,0.2516044046122294,0.14860877076686546,nan
8.0,2.0,2.0,3220.0,0.908352728855931,-0.025961406796215048,0.24201447457917832,0.5075834680114443,0.23757062622323274,0.1956554073710293,0.24796804097586578,0.13976462779515778,nan
