width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_optimal_action_rate,test_optimal_action_rate,train_optimal_action_std,test_optimal_action_std,train_entropy,test_entropy,train_coverage,test_coverage,fim_trace
384.0,1.0,0.0,768.0,0.9650502706933065,0.8107977747301882,0.5284808406508604,0.7148538978747606,1.0,0.93,0.0,0.2551470164434615,nan,nan,1.0,1.0,nan
384.0,1.0,1.0,768.0,0.977607713302296,0.5804844722921138,0.5278288606582044,0.9684481274094586,0.99,0.8,0.09949874371066199,0.4,nan,nan,1.0,1.0,nan
384.0,1.0,2.0,768.0,1.00121036082427,0.6920138254351198,0.5126284555919649,0.8762704116699918,0.995,0.83,0.07053367989832943,0.375632799419859,nan,nan,1.0,1.0,nan
384.0,1.0,3.0,768.0,1.007633322164952,0.7885713477731653,0.5324552062105081,0.7955632408663155,0.995,0.89,0.07053367989832943,0.31288975694324034,nan,nan,1.0,1.0,nan
384.0,1.0,4.0,768.0,0.9734400621278008,0.8178397146468821,0.521051342799116,0.6947261062501349,1.0,0.93,0.0,0.25514701644346144,nan,nan,1.0,1.0,nan
512.0,1.0,0.0,1024.0,0.9650502706933065,0.8207977747301882,0.5284808406508604,0.6909031962532538,1.0,0.935,0.0,0.246525860712421,nan,nan,1.0,1.0,nan
512.0,1.0,1.0,1024.0,0.987607713302296,0.8104844722921137,0.5065094034367765,0.7577074779312968,0.995,0.915,0.07053367989832944,0.2788816953476868,nan,nan,1.0,1.0,nan
512.0,1.0,2.0,1024.0,1.01121036082427,0.8120138254351197,0.49148637608573903,0.7792924597529989,1.0,0.89,0.0,0.3128897569432403,nan,nan,1.0,1.0,nan
512.0,1.0,3.0,1024.0,1.007633322164952,0.8085713477731653,0.5459817502565695,0.7875679415962228,0.995,0.9,0.07053367989832945,0.3,nan,nan,1.0,1.0,nan
512.0,1.0,4.0,1024.0,0.9634400621278008,0.8078397146468821,0.5353399699045298,0.7134521628067649,0.995,0.925,0.07053367989832944,0.26339134382131846,nan,nan,1.0,1.0,nan
