num_params,width,run_count,train_fit_mean,train_fit_std,test_return_mean,test_return_std,test_return_sem,test_return_ci95,train_coverage_mean,train_coverage_std,test_coverage_mean,test_coverage_std
8.0,4.0,5.0,0.765,0.10971554128745845,0.7279707134877469,0.10255966455852011,0.04586607634048538,0.08989750962735135,1.0,0.0,1.0,0.0
16.0,8.0,5.0,0.9629999999999999,0.02588435821108956,0.9159707134877468,0.044791081074376106,0.020031180413601857,0.03926111361065964,1.0,0.0,1.0,0.0
24.0,12.0,5.0,0.9719999999999999,0.009082951062292483,0.9149707134877471,0.01603074880131866,0.007169168809994359,0.014051570867588943,1.0,0.0,1.0,0.0
32.0,16.0,5.0,0.977,0.009082951062292483,0.9169707134877468,0.02446891666144016,0.010942832198151481,0.0214479511083769,1.0,0.0,1.0,0.0
48.0,24.0,5.0,0.977,0.005700877125495695,0.9229707134877471,0.034079702780041694,0.015240906413832358,0.02987217657111142,1.0,0.0,1.0,0.0
64.0,32.0,5.0,0.985,0.0035355339059327407,0.9309707134877468,0.037496446757992324,0.01676892077311449,0.0328670847153044,1.0,0.0,1.0,0.0
96.0,48.0,5.0,0.99,0.0035355339059327407,0.9399707134877469,0.026835274572396012,0.012001099627749817,0.02352215527038964,1.0,0.0,1.0,0.0
128.0,64.0,5.0,0.994,0.0022360679774997916,0.9379707134877469,0.014258378222388795,0.0063765405908327915,0.01249801955803227,1.0,0.0,1.0,0.0
192.0,96.0,5.0,0.998,0.0027386127875258333,0.935970713487747,0.011860411823664069,0.005304137415771021,0.010396109334911202,1.0,0.0,1.0,0.0
256.0,128.0,5.0,1.0,0.0,0.9319707134877468,0.013486613801013304,0.006031397049070514,0.011821538216178207,1.0,0.0,1.0,0.0
384.0,192.0,5.0,0.9949999999999999,0.0050000000000000044,0.8159707134877469,0.026792515400099227,0.011981977144566369,0.023484675203350083,1.0,0.0,1.0,0.0
512.0,256.0,5.0,0.9880000000000001,0.009082951062292483,0.7039707134877469,0.04665498218905401,0.02086474233275334,0.04089489497219655,1.0,0.0,1.0,0.0
768.0,384.0,5.0,0.9960000000000001,0.005477225575051666,0.8569707134877469,0.02366901558517097,0.010585105561788849,0.020746806901106144,1.0,0.0,1.0,0.0
1024.0,512.0,5.0,0.999,0.0022360679774997916,0.8789707134877469,0.035502054474803854,0.015877001429312403,0.03111892280145231,1.0,0.0,1.0,0.0
