width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_optimal_action_rate,test_optimal_action_rate,train_optimal_action_std,test_optimal_action_std,train_entropy,test_entropy,train_coverage,test_coverage,fim_trace
2.0,1.0,0.0,2.0,0.15055781640059243,0.2927823180450002,0.3709697741077475,0.4650023395408147,0.15,0.295,0.3570714214271425,0.4560427611529428,nan,nan,1.0,1.0,nan
2.0,1.0,1.0,2.0,0.15372456900080864,0.3060488909662814,0.37622435263670406,0.4762088956481498,0.15,0.31,0.3570714214271425,0.462493243193887,nan,nan,1.0,1.0,nan
2.0,1.0,2.0,2.0,0.13661005788472877,0.31325680747168794,0.36933693794383426,0.4755927125914268,0.15,0.31,0.3570714214271425,0.462493243193887,nan,nan,1.0,1.0,nan
3.0,1.0,0.0,3.0,0.19951987899786722,0.23278231804500024,0.41250992912154616,0.4325859110222714,0.2,0.235,0.4,0.42399882075307715,nan,nan,1.0,1.0,nan
3.0,1.0,1.0,3.0,0.05372456900080864,0.06104889096628141,0.234992770214035,0.2662484609779168,0.05,0.065,0.21794494717703367,0.246525860712421,nan,nan,1.0,1.0,nan
3.0,1.0,2.0,3.0,0.13661005788472877,0.30825680747168793,0.36933693794383426,0.47369831498651666,0.15,0.305,0.3570714214271425,0.4604074282632721,nan,nan,1.0,1.0,nan
4.0,1.0,0.0,4.0,0.5005578164005924,0.44778231804500024,0.5083585495537238,0.5091387083019288,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
4.0,1.0,1.0,4.0,0.7037245690008086,0.45604889096628143,0.46491648202512087,0.508475950517436,0.7,0.46,0.45825756949558394,0.49839743177508444,nan,nan,1.0,1.0,nan
4.0,1.0,2.0,4.0,0.28661005788472876,0.17825680747168793,0.47047799017644176,0.39370640037945565,0.3,0.175,0.45825756949558394,0.3799671038392666,nan,nan,1.0,1.0,nan
5.0,1.0,0.0,5.0,0.5005578164005924,0.43743534659276406,0.5083585495537238,0.5052846001998401,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
5.0,1.0,1.0,5.0,0.46934999517401876,0.3966821322769971,0.49674185073424915,0.47875791399867024,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
5.0,1.0,2.0,5.0,0.4866100578847288,0.4532568074716879,0.5098212462142779,0.5034377092631197,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
6.0,1.0,0.0,6.0,0.5005578164005924,0.44778231804500024,0.5083585495537238,0.5091387083019288,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
6.0,1.0,1.0,6.0,0.45372456900080865,0.3718449611396642,0.5116893173639123,0.4916386961038982,0.45,0.38,0.49749371855331004,0.48538644398046393,nan,nan,1.0,1.0,nan
6.0,1.0,2.0,6.0,0.4866100578847288,0.41863492264884244,0.5098212462142779,0.497354053913294,0.5,0.425,0.5,0.49434299833212975,nan,nan,1.0,1.0,nan
8.0,1.0,0.0,8.0,0.07010167501813662,0.09260714282522597,0.23445894828926214,0.27464812668739824,0.15,0.175,0.3570714214271425,0.3799671038392666,nan,nan,1.0,1.0,nan
8.0,1.0,1.0,8.0,0.5037245690008088,0.4460488909662814,0.5106294634143563,0.5033325757603665,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
8.0,1.0,2.0,8.0,0.2960697449090837,0.3407835515915109,0.43779614247925674,0.4502272296785973,0.5,0.44,0.5,0.4963869458396343,nan,nan,1.0,1.0,nan
10.0,1.0,0.0,10.0,0.4112858176226068,0.3235602972401182,0.49440793559786256,0.47558589406635987,0.5,0.365,0.5,0.4814301610825811,nan,nan,1.0,1.0,nan
10.0,1.0,1.0,10.0,0.5612401991268081,0.39940456340025376,0.48497570618686103,0.47127861823742856,0.6,0.475,0.48989794855663565,0.4993746088859544,nan,nan,1.0,1.0,nan
10.0,1.0,2.0,10.0,0.4915898128691076,0.3920025037928177,0.5046212294523755,0.4753691634886335,0.55,0.505,0.49749371855331,0.4999749993749687,nan,nan,1.0,1.0,nan
12.0,1.0,0.0,12.0,0.5005578164005924,0.44778231804500024,0.5083585495537238,0.5091387083019288,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
12.0,1.0,1.0,12.0,0.5037245690008088,0.4460488909662814,0.5106294634143563,0.5033325757603665,0.5,0.45,0.5,0.4974937185533101,nan,nan,1.0,1.0,nan
12.0,1.0,2.0,12.0,0.7366100578847288,0.4701219486399247,0.4452823094552353,0.5018038852051483,0.75,0.48,0.4330127018922193,0.49959983987187184,nan,nan,1.0,1.0,nan
16.0,1.0,0.0,16.0,0.3005578164005924,0.1718755969894926,0.464978021607067,0.39129262217185773,0.3,0.175,0.45825756949558394,0.3799671038392666,nan,nan,1.0,1.0,nan
16.0,1.0,1.0,16.0,0.5037245690008088,0.3888191267282815,0.5106294634143563,0.4813285453839943,0.5,0.445,0.5,0.49696579359147036,nan,nan,1.0,1.0,nan
16.0,1.0,2.0,16.0,0.4866100578847288,0.4371263388498379,0.5098212462142779,0.4995700463840686,0.5,0.445,0.5,0.49696579359147036,nan,nan,1.0,1.0,nan
24.0,1.0,0.0,24.0,0.370192246511047,0.16560323459337156,0.46430957037347087,0.3648983331094982,0.45,0.24,0.4974937185533101,0.4270831300812524,nan,nan,1.0,1.0,nan
24.0,1.0,1.0,24.0,0.7066441952367706,0.55987762780796,0.39441405330516266,0.4829014142314925,0.8,0.595,0.4,0.4908920451586072,nan,nan,1.0,1.0,nan
24.0,1.0,2.0,24.0,0.5084602996054052,0.464949587839718,0.4898165210493009,0.4948054984976204,0.7,0.54,0.458257569495584,0.49839743177508444,nan,nan,1.0,1.0,nan
32.0,1.0,0.0,32.0,0.7673704836512256,0.5269110516575972,0.4208064978303367,0.5078011359003008,0.8,0.54,0.4,0.49839743177508444,nan,nan,1.0,1.0,nan
32.0,1.0,1.0,32.0,0.9037245690008087,0.605057301204011,0.3155913032859494,0.49293378189545395,0.9,0.63,0.3,0.4828043081829324,nan,nan,1.0,1.0,nan
32.0,1.0,2.0,32.0,0.7866100578847288,0.4624286963744713,0.4137826130704474,0.5024812968736668,0.8,0.47,0.4,0.49909918853871116,nan,nan,1.0,1.0,nan
48.0,1.0,0.0,48.0,0.9005578164005924,0.5181090996904174,0.31478738576240095,0.48599270616117685,0.9,0.605,0.3,0.4888506929523574,nan,nan,1.0,1.0,nan
48.0,1.0,1.0,48.0,0.7537245690008086,0.4560133458853812,0.4405897687634136,0.5004042858823002,0.75,0.48,0.4330127018922193,0.49959983987187184,nan,nan,1.0,1.0,nan
48.0,1.0,2.0,48.0,0.8366100578847288,0.543428789856906,0.37136378583322077,0.5031823719837,0.85,0.57,0.3570714214271425,0.4950757517794625,nan,nan,1.0,1.0,nan
