num_params,train_mean,train_std,test_mean,test_std,train_entropy_mean,train_entropy_std,test_entropy_mean,test_entropy_std,train_coverage_mean,train_coverage_std,test_coverage_mean,test_coverage_std,train_return_std_mean,train_return_std_std,test_return_std_mean,test_return_std_std
700.0,0.5587124487115227,0.4630548249817923,-0.12762060369045583,0.10347096901867638,0.37992031958990263,0.1693974821823241,0.26916606822951816,0.2056962045337799,0.19906331535016925,0.05347208435980601,0.10990765858839743,0.012494008829879876,0.2816339533823643,0.23590297968226023,0.4014320057515575,0.1521510330681717
1075.0,0.7617820476537748,0.09876471503697828,-0.07588594889970454,0.021507610115299516,0.312105997138416,0.042886551934543805,0.19478822850167807,0.060669718356131754,0.23126299664536987,0.023882374133992895,0.12641156438469142,0.007787675944872271,0.41978056391568624,0.17230337265001747,0.47868829840733806,0.016111968052307024
1468.0,0.9589872741500864,1.1102230246251565e-16,-0.024292437161441867,0.07447672934135827,0.2290360058393149,0.041171029119808716,0.19416017803969834,0.030402126961650573,0.25296033681561925,0.0,0.1293762729712274,0.009021187663025487,0.07593918555839571,0.0,0.5155991774018077,0.05276670209866
1879.0,0.9589872741500864,1.1102230246251565e-16,0.04332063186915453,0.05238844661320432,0.2130775737978249,0.055043631716389034,0.18507604094164135,0.026701955227677373,0.25296033681561925,0.0,0.13339284307714636,0.009904358429938032,0.07593918555839571,0.0,0.5597223713921375,0.025590024831283555
2308.0,0.9587195541644288,0.0005354399713150215,-0.017470590089583897,0.07357608045939514,0.20789452167188144,0.01682041051740913,0.17211479132135893,0.028360263725791222,0.25296033681561925,0.0,0.12885558362371458,0.012220826223436228,0.07623394043379686,0.0005895097508022862,0.5179184405793353,0.0527417900289182
3220.0,0.8605218890414731,0.12066666383686088,0.057985155022618806,0.07031889281344421,0.22672443005474685,0.053038421297163164,0.1889193032495012,0.04002745733029404,0.24146704322396495,0.019870861798298545,0.1397573750756436,0.00976743549774514,0.24702683931393565,0.20973225160750233,0.5638075675546033,0.033527554775175446
4204.0,0.9589872741500864,1.1102230246251565e-16,0.020487731581201138,0.05804394477402852,0.25293511844988903,0.030347742378407025,0.22748850657501712,0.045000062023116516,0.25296033681561925,0.0,0.14175972812901896,0.013532865889963304,0.07593918555839571,0.0,0.543545931341199,0.031646784221188176
5260.0,0.9112353968484153,0.09550375460334215,0.03267280091035081,0.09964867769214228,0.2719047760620262,0.06308655392176951,0.2335985251516232,0.07091249995408919,0.25230459911070124,0.0013114754098360714,0.14764077525829702,0.015638796438439097,0.15830831624812053,0.16473826137944958,0.538118911473874,0.07468984127092444
7588.0,0.9112327233424704,0.09550910161523185,-0.009285797857929833,0.10593261449315093,0.22477118669290558,0.028283395478661523,0.21754266061821187,0.05735683265874657,0.25230459911070124,0.0013114754098360714,0.13661586249293672,0.013734647013983208,0.1584686429623597,0.165058914807928,0.5151570965133911,0.06164202397794248
13108.0,0.9587195541644288,0.0005354399713150215,0.03200673473571207,0.06071925821518284,0.2197086158084504,0.046730250235333816,0.1940308547807095,0.05507179437187861,0.25296033681561925,0.0,0.1391767569414446,0.014347530222578082,0.07623394043379686,0.0005895097508022862,0.5524175518116479,0.029089224052221606
19780.0,0.9584352047971058,0.0011041387059614217,0.0414832063667272,0.12103833958297308,0.1760787834670674,0.04858275006196648,0.15469861619384742,0.01593446006673238,0.2536054981059418,0.0012903225806451645,0.14429727035909912,0.01434119212462606,0.0757094922890507,0.0004593865386900098,0.5411929715502191,0.052460892961412264
