num_params,train_mean,train_std,test_mean,test_std,train_entropy_mean,train_entropy_std,test_entropy_mean,test_entropy_std,train_coverage_mean,train_coverage_std,test_coverage_mean,test_coverage_std,train_return_std_mean,train_return_std_std,test_return_std_mean,test_return_std_std
700.0,0.908,0.12445079348883242,-0.3159581815631001,0.0008120519498010527,0.11136673701187468,0.0754194476445824,0.26066469450689395,0.07682411410552994,0.1341064002518349,0.011185869984871939,0.05468144263923894,0.016697323643087427,0.18068567704291838,0.24421442650167538,0.014754239055063421,0.0034211226524576395
1075.0,0.9960000000000001,0.0,-0.316819787902433,0.0017658312037507294,0.052043260485218845,0.01411124800074739,0.15063020701288118,0.030756110444192276,0.14201600477160892,0.0,0.059532566006696264,0.003665249685971859,0.008000000000000007,0.0,0.016278427368849612,0.0016306589474281417
1468.0,0.9960000000000001,0.0,-0.3177162781692524,0.0,0.05297893268007212,0.025527784719345994,0.2795623966162181,0.05824653997243473,0.14201600477160892,0.0,0.04893490533890118,0.0010095062886780056,0.008000000000000007,0.0,0.01466560214757101,1.0015430658247728e-18
1879.0,0.9060670033755923,0.12718446353109134,-0.32107205958258356,0.005687735896063654,0.06096078159781685,0.018052600585770833,0.2990138238812565,0.18951785724478484,0.14201600477160892,0.0,0.06533929628042028,0.018553726008096412,0.18455126021053592,0.24968118664380126,0.01518031454663206,0.0005236217343153412
2308.0,0.9960000000000001,0.0,-0.3160326722214251,0.00255327170259309,0.05376476904316451,0.010908488556718892,0.27545685982284,0.09482680771112156,0.14201600477160892,0.0,0.06651539568477956,0.019823733528190533,0.008000000000000007,0.0,0.016244300263805578,0.005894765449232089
3220.0,0.9960000000000001,0.0,-0.31321766331652107,0.006925507464550669,0.033427484087396146,0.02373777959870849,0.29355440780710385,0.06366293847878868,0.14201600477160892,0.0,0.061530838923637844,0.007323725426527023,0.008000000000000007,0.0,0.018619721679952215,0.006200695699272933
4204.0,0.9960000000000001,0.0,-0.3169093545149911,0.004854319650859547,0.03570054274490886,0.02869674599324958,0.1785490534473264,0.0334262468670983,0.14201600477160892,0.0,0.07174463086856576,0.009545622594376779,0.008000000000000007,0.0,0.016625820581094384,0.0029757212286477567
5260.0,0.9960000000000001,0.0,-0.3136310130629518,0.003845924320542662,0.0438768888470781,0.020042917620333563,0.3747854211659558,0.06859757616793986,0.14201600477160892,0.0,0.06946772078997,0.006206368531558375,0.008000000000000007,0.0,0.01739069469474512,0.0014566468714560924
7588.0,0.9946666666666667,0.001885618083164233,-0.318023736431827,0.0018500865694822963,0.050815007601559846,0.019285412809934187,0.13998412088391157,0.01031393469237943,0.14312711588272,0.0015713484026367694,0.05473312873686618,0.004611160835704786,0.010666666666666677,0.0037712361663282583,0.0157044568742212,0.001228973966109147
13108.0,0.9960000000000001,0.0,-0.31712158161484194,0.001586825888049081,0.028645237572950937,0.018089247852800305,0.18554128519330104,0.10889499627790838,0.14201600477160892,0.0,0.0541918683679427,0.00812594753765843,0.008000000000000007,0.0,0.015255116225080948,0.0023431166892518202
19780.0,0.9106666666666667,0.12067955732250421,-0.3175654714712119,0.0007588782657219075,0.07784671004780115,0.03565209514028228,0.3152953766319013,0.04123660334516364,0.14534933810494224,0.004714045207910321,0.066444162700584,0.008246186431921204,0.17866666666666672,0.24135911464500825,0.01666185679987843,0.0015233963154046776
