num_params,train_mean,train_std,test_mean,test_std,train_entropy_mean,train_entropy_std,test_entropy_mean,test_entropy_std,train_coverage_mean,train_coverage_std,test_coverage_mean,test_coverage_std,train_return_std_mean,train_return_std_std,test_return_std_mean,test_return_std_std
2636.0,0.9589949493661166,0.0,-0.08084499884548794,0.058897170969249825,0.16764449480024268,0.07731405152619858,0.15110916447076264,0.04153402408386945,0.25296033681561925,0.0,0.13303464807340654,0.006807327433659019,0.0,0.0,0.455373124400932,0.05716876222635285
3220.0,0.9589949493661166,0.0,0.04435513398756761,0.14986171524847655,0.1442972583193931,0.022897249206738447,0.13864131045006953,0.02447688130180077,0.25296033681561925,0.0,0.14643973509626093,0.012902115592403013,0.0,0.0,0.5178373192527969,0.10382653567143071
3804.0,0.9589949493661166,0.0,0.005576127918472541,0.15222669065013078,0.19836261159219828,0.013230653370828122,0.22969990713333388,0.03590837143841196,0.25296033681561925,0.0,0.14090530001008636,0.015854922516332477,0.0,0.0,0.4943918682758867,0.09798648595025619
4388.0,0.9589949493661166,0.0,0.04230116082173576,0.2589827624550098,0.31509610658848985,0.03888025595527034,0.2611421144222163,0.13201359301774562,0.25296033681561925,0.0,0.14247004004263528,0.03906966729123893,0.0,0.0,0.4043733228293441,0.26857646374421784
4972.0,0.7056456090773108,0.20586609224073896,0.03941521174431555,0.11153609376493277,0.4368497820109561,0.09954310963021398,0.3378808993037252,0.15036123263985207,0.2104350842903667,0.03185551761709096,0.13256353529716286,0.015181880375521177,0.3763914647865132,0.2696426749574317,0.5382562891911209,0.05678456841491166
