width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_optimal_action_rate,test_optimal_action_rate,train_optimal_action_std,test_optimal_action_std,train_entropy,test_entropy,train_coverage,test_coverage,fim_trace
16.0,1.0,0.0,16.0,0.3719487956063211,0.43766565892691645,0.4901697270693351,0.5082114587237587,0.37,0.44,0.4828043081829324,0.4963869458396343,nan,nan,1.0,1.0,nan
16.0,1.0,1.0,16.0,0.31504338575444085,0.3520252129224747,0.4509333747930303,0.4488155485364093,0.35,0.41,0.47696960070847283,0.4918333050943175,nan,nan,1.0,1.0,nan
16.0,1.0,2.0,16.0,0.5812827546427815,0.5166462940634604,0.5028948512745165,0.5072157498033529,0.59,0.52,0.4918333050943175,0.49959983987187184,nan,nan,1.0,1.0,nan
24.0,1.0,0.0,24.0,0.4677414023773134,0.4127369361727956,0.46125566689151404,0.46604009384131456,0.62,0.52,0.48538644398046393,0.49959983987187184,nan,nan,1.0,1.0,nan
24.0,1.0,1.0,24.0,0.6349750573738563,0.6013586715398043,0.4876483263636695,0.4888694090624318,0.65,0.63,0.47696960070847283,0.4828043081829324,nan,nan,1.0,1.0,nan
24.0,1.0,2.0,24.0,0.5900821107159225,0.5730251340479967,0.48159977615965577,0.4879816307700044,0.71,0.69,0.4537620521815371,0.46249324319388707,nan,nan,1.0,1.0,nan
32.0,1.0,0.0,32.0,0.6435730253056943,0.5983271615936878,0.4784464950338968,0.49392740930205575,0.66,0.625,0.4737087712930805,0.4841229182759271,nan,nan,1.0,1.0,nan
32.0,1.0,1.0,32.0,0.47752756027421817,0.35238002320506273,0.4613424615097546,0.4346551589951588,0.64,0.505,0.48,0.4999749993749687,nan,nan,1.0,1.0,nan
32.0,1.0,2.0,32.0,0.6459649224112599,0.6228364654914852,0.48531236772248515,0.49558979905663886,0.66,0.625,0.4737087712930805,0.4841229182759271,nan,nan,1.0,1.0,nan
48.0,1.0,0.0,48.0,0.781948795606321,0.7408093896865371,0.42121909528593776,0.4491888089895509,0.78,0.745,0.41424630354415964,0.43586121644395015,nan,nan,1.0,1.0,nan
48.0,1.0,1.0,48.0,0.8595701350077141,0.822291240820071,0.3559055308688421,0.3936492890874652,0.87,0.825,0.33630343441600474,0.3799671038392667,nan,nan,1.0,1.0,nan
48.0,1.0,2.0,48.0,0.7209126083086101,0.6633120449544309,0.45682344336916797,0.4786825768620941,0.73,0.665,0.4439594576084623,0.4719904660054057,nan,nan,1.0,1.0,nan
64.0,1.0,0.0,64.0,0.8739288803831995,0.7693276633679393,0.33481710652958746,0.431613051917844,0.88,0.775,0.32496153618543844,0.4175823272122517,nan,nan,1.0,1.0,nan
64.0,1.0,1.0,64.0,0.8904403771265493,0.830528815069577,0.33003186948722196,0.3895132497405554,0.89,0.83,0.31288975694324034,0.375632799419859,nan,nan,1.0,1.0,nan
64.0,1.0,2.0,64.0,0.8970410601327985,0.7681850471259472,0.31673094981315175,0.42915195514316606,0.9,0.77,0.3,0.42083250825001633,nan,nan,1.0,1.0,nan
96.0,1.0,0.0,96.0,0.8807788804070413,0.8411249682664398,0.33549903319988034,0.3782049971617338,0.88,0.845,0.32496153618543844,0.36190468358395134,nan,nan,1.0,1.0,nan
96.0,1.0,1.0,96.0,0.9092358614309775,0.7840430418936222,0.3036524497700898,0.42189213344068327,0.91,0.79,0.2861817604250837,0.407308237088326,nan,nan,1.0,1.0,nan
96.0,1.0,2.0,96.0,0.9170410601327984,0.8159985624910708,0.2946101916567404,0.39905998099467294,0.92,0.815,0.2712931993250107,0.3882975663070785,nan,nan,1.0,1.0,nan
128.0,1.0,0.0,128.0,0.9519487956063212,0.790959517395449,0.2386008743704795,0.4180575225977623,0.95,0.795,0.21794494717703367,0.40370162248868907,nan,nan,1.0,1.0,nan
128.0,1.0,1.0,128.0,0.9404403771265495,0.8256079175857514,0.2604606877240237,0.39486395353285264,0.94,0.825,0.23748684174075838,0.37996710383926663,nan,nan,1.0,1.0,nan
128.0,1.0,2.0,128.0,0.9151060114334194,0.809183168029916,0.2924339481325859,0.40191741086617405,0.92,0.815,0.2712931993250107,0.3882975663070785,nan,nan,1.0,1.0,nan
192.0,1.0,0.0,192.0,0.9759471413390102,0.8343177685498717,0.1704877204200453,0.38106475881499846,0.98,0.84,0.13999999999999999,0.36660605559646714,nan,nan,1.0,1.0,nan
192.0,1.0,1.0,192.0,0.9600935055120933,0.7953810512808769,0.2221490193925376,0.41808804671816646,0.96,0.795,0.19595917942265423,0.4037016224886891,nan,nan,1.0,1.0,nan
192.0,1.0,2.0,192.0,0.9665009526441662,0.8247069039107676,0.19640256395572525,0.3911503343840055,0.97,0.825,0.1705872210923198,0.3799671038392667,nan,nan,1.0,1.0,nan
256.0,1.0,0.0,256.0,0.970419810702032,0.8678926071881774,0.1915054939906768,0.343733555094343,0.97,0.875,0.17058722109231983,0.33071891388307384,nan,nan,1.0,1.0,nan
256.0,1.0,1.0,256.0,0.9704403771265495,0.854118007102391,0.1977574448639006,0.3660317603671598,0.97,0.855,0.1705872210923198,0.352100837829165,nan,nan,1.0,1.0,nan
256.0,1.0,2.0,256.0,0.9757211170623867,0.833602275765073,0.17067547283505363,0.3822836952413065,0.98,0.835,0.13999999999999999,0.3711805490593493,nan,nan,1.0,1.0,nan
384.0,1.0,0.0,384.0,0.9608963057295741,0.845634530073357,0.21776438755879193,0.36739375480366904,0.96,0.855,0.19595917942265428,0.352100837829165,nan,nan,1.0,1.0,nan
384.0,1.0,1.0,384.0,0.9751714499100195,0.8118278139618843,0.17933743803966248,0.3987200393745751,0.98,0.82,0.13999999999999999,0.38418745424597084,nan,nan,1.0,1.0,nan
384.0,1.0,2.0,384.0,0.981706262035188,0.8265690850378392,0.14729603585014236,0.3879329019204108,0.99,0.83,0.099498743710662,0.375632799419859,nan,nan,1.0,1.0,nan
