num_params,width,run_count,train_fit_mean,train_fit_std,test_return_mean,test_return_std,test_return_sem,test_return_ci95,train_entropy_mean,train_entropy_std,test_entropy_mean,test_entropy_std,train_coverage_mean,train_coverage_std,test_coverage_mean,test_coverage_std
700.0,2.0,5.0,0.9133584209768049,0.1036763259112467,0.2804897291058059,0.08241496009013524,0.036857090624894916,0.07223989762479403,0.3090471062067472,0.1308792515653254,0.23246278580738214,0.10438938091079024,0.2344876095428919,0.02363132813494594,0.13769953966113282,0.015052586646854264
1075.0,3.0,5.0,0.9021856856065418,0.08942403601646491,0.23298121637776165,0.08264002409714688,0.03695774230868822,0.07243717492502892,0.22510098047901766,0.06353663821908637,0.18381283152594569,0.07290957043886168,0.24672304868002598,0.007883087107117893,0.1318535063142737,0.01997456897584189
1468.0,4.0,5.0,0.971109440062004,0.06688727683043137,0.32094052649401084,0.027650642899244956,0.012365743428856718,0.024236857120559167,0.21949013390452016,0.07482962443140466,0.1736927301676743,0.044542159991906215,0.2513332181715514,0.0036383478955928704,0.14878879267732245,0.006799362078665731
1879.0,5.0,5.0,1.0006427871857293,0.0006031342861942864,0.2526447763436913,0.11191164600659056,0.050048409588925875,0.09809488279429471,0.17962593896562626,0.03737020069926324,0.15031281238625394,0.02584143808058064,0.2529603368156192,0.0,0.13521243545267175,0.026079176476565907
2308.0,6.0,5.0,0.9776082077175315,0.052527442157454855,0.23970208972942242,0.08800184100633511,0.03935561972705876,0.07713701466503517,0.2143633058007468,0.06641585697496429,0.15301439940343411,0.0352172725157829,0.24980882166410404,0.007047002110908436,0.1368908907024136,0.024181375560540678
3220.0,8.0,5.0,0.9638349736958288,0.06512568289106165,0.23126319138809887,0.057717587829384125,0.025812089976763486,0.050591696354456435,0.20571075279761725,0.06753987111430039,0.13537556346854565,0.050059454089548844,0.2503150363533696,0.003778794772835518,0.12869927023505584,0.013989359365220529
4204.0,10.0,5.0,0.9408165724156337,0.08330172261251861,0.24590105044738048,0.05095634347148417,0.022788369577413245,0.04466520437172996,0.16677809303610255,0.05692708676919027,0.15315886631600323,0.05798780202457527,0.24863039331279432,0.008272322480718401,0.14121227547703047,0.01193787164887862
5260.0,12.0,5.0,0.9638941898531549,0.06413728181363483,0.3054241589396724,0.06376803360055541,0.028517931584466513,0.05589514590555437,0.19968206425207619,0.03824146833996202,0.14332165489600196,0.012014606267223742,0.25141756483350297,0.0022856344540578377,0.15128927667838438,0.009637678481899089
7588.0,16.0,5.0,0.9408827780922072,0.08178652496099192,0.2259566930232848,0.06699063006894233,0.029959120537939296,0.05871987625436102,0.17304150651966657,0.04358395663349476,0.1345189659007475,0.07050471598390957,0.250808628007617,0.0035326510610684566,0.13540653177735104,0.011522269658880957
13108.0,24.0,5.0,0.9477478761183968,0.07432543057487524,0.28258946793790185,0.09187350975562703,0.04108708262901442,0.08053068195286826,0.150271075808381,0.05890490012398481,0.12199851899394357,0.046958619024355934,0.24780779444273784,0.008270074946156955,0.14850286808238233,0.00960989666809289
19780.0,32.0,5.0,0.9782549898346555,0.051254714679446534,0.2684248097706355,0.0237179507081503,0.01060699001408267,0.02078970042760203,0.1557810120775091,0.04638553946197417,0.1059273515087984,0.04708427894445002,0.2505196588495175,0.0054575218433893175,0.13614759810934599,0.009485710161737866
