width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_entropy,test_entropy,train_coverage,test_coverage,fim_trace
10.0,2.0,0.0,4204.0,0.9589872741500863,-0.30310706916258817,0.07593918555839571,0.11339684082668015,0.26390835598680756,0.1930082149244754,0.25296033681561925,0.10542534597034887,nan
10.0,2.0,1.0,4204.0,0.9589872741500863,-0.30862932428598583,0.07593918555839571,0.1102224797116621,0.2336428504370685,0.13533574234811568,0.25296033681561925,0.1151925252179028,nan
10.0,2.0,2.0,4204.0,0.9589872741500863,-0.0484120446579342,0.07593918555839571,0.4957521065733562,0.1281343429663853,0.16687496527699655,0.25296033681561925,0.15308534806012428,nan
12.0,2.0,0.0,5260.0,0.9589872741500863,0.07960781763404673,0.07593918555839571,0.5930988018378068,0.1750117745073762,0.20387035001059217,0.25296033681561925,0.1390505145716779,nan
12.0,2.0,1.0,5260.0,0.9576486742217988,-0.17774480203784374,0.07741295993540144,0.3862758911234633,0.20990272005126048,0.10920434375972426,0.25296033681561925,0.12565230409942643,nan
12.0,2.0,2.0,5260.0,0.9589872741500863,0.20758548249379546,0.07593918555839571,0.6213831504855762,0.24608035914435664,0.1867696595762503,0.25296033681561925,0.1663038905598658,nan
16.0,2.0,0.0,7588.0,0.9589872741500863,0.08489320254683375,0.07593918555839571,0.5815615020879997,0.09203180936901845,0.062131253925932765,0.25296033681561925,0.14736933421966797,nan
16.0,2.0,1.0,7588.0,0.9576486742217988,-0.04582365111953738,0.07741295993540143,0.5132536504882773,0.14149364405436982,0.16040796854857292,0.25296033681561925,0.1422175383156188,nan
16.0,2.0,2.0,7588.0,0.9576486742217988,-0.16469874226457865,0.07741295993540144,0.4008806123784497,0.14943256470858438,0.22787070690285172,0.25296033681561925,0.1410364075225344,nan
24.0,2.0,0.0,13108.0,0.9576486742217988,-0.31353881020885094,0.07741295993540144,0.10836280013695271,0.1352562847581937,0.010916382141657894,0.25296033681561925,0.08461264794826269,nan
24.0,2.0,1.0,13108.0,0.9589872741500863,-0.1735213203330331,0.07593918555839571,0.3958506289957877,0.21132897905143708,0.22639933552915587,0.25296033681561925,0.11490540603763094,nan
