width,depth,run,num_params,train_return,test_return,train_return_std,test_return_std,train_entropy,test_entropy,train_coverage,test_coverage,train_optimal_action_rate,test_optimal_action_rate,fim_trace
10.0,2.0,0.0,244.0,0.6902037090661836,0.6323495333487675,0.8047182793048823,0.841963358683512,0.1594474957359489,0.20678271469999648,1.0,1.0,0.84,0.8133333333333334,nan
10.0,2.0,1.0,244.0,0.9771574391418604,0.4582245393023711,0.40476300810179455,0.9538111866207282,0.0963312999619368,0.18683560896031706,1.0,1.0,0.98,0.7266666666666667,nan
10.0,2.0,2.0,244.0,0.9543680806388994,0.5516097511199475,0.3853866493585207,0.8924882577528236,0.06789624496808074,0.19894784084708286,1.0,1.0,0.98,0.7733333333333333,nan
128.0,2.0,0.0,18180.0,1.0102037090661837,0.5123495333487675,0.28583978455032477,0.9067147159314176,0.04197565617803036,0.1981527760127771,1.0,1.0,1.0,0.7533333333333333,nan
128.0,2.0,1.0,18180.0,1.0171574391418603,0.43155787263570444,0.3022034865195517,0.9563252818160236,0.07527949378179606,0.26617874169474726,1.0,1.0,1.0,0.7133333333333334,nan
128.0,2.0,2.0,18180.0,0.9943680806388994,0.49827641778661413,0.28961691325036665,0.9333340817941017,0.039072493777316385,0.2420906513310462,1.0,1.0,1.0,0.7466666666666667,nan
12.0,2.0,0.0,316.0,0.9702037090661836,0.5390162000154342,0.3917886912742022,0.8991298190562584,0.06270810370988329,0.20254538463951727,1.0,1.0,0.98,0.7666666666666667,nan
12.0,2.0,1.0,316.0,1.0171574391418603,0.41822453930237113,0.3022034865195517,0.9648677885098643,0.08480368892699193,0.223973033705093,1.0,1.0,1.0,0.7066666666666667,nan
12.0,2.0,2.0,316.0,0.9943680806388994,0.6316097511199474,0.28961691325036665,0.8351473603741786,0.07177641973731945,0.17403761634625906,1.0,1.0,1.0,0.8133333333333334,nan
16.0,2.0,0.0,484.0,1.0102037090661837,0.5790162000154342,0.28583978455032477,0.8779991606582819,0.05620108624065324,0.21696224971350603,1.0,1.0,1.0,0.7866666666666666,nan
16.0,2.0,1.0,484.0,1.0171574391418603,0.538224539302371,0.3022034865195517,0.9028400096828336,0.07190927808908781,0.22316052798637126,1.0,1.0,1.0,0.7666666666666667,nan
16.0,2.0,2.0,484.0,0.9943680806388994,0.4982764177866143,0.28961691325036665,0.9138679374619515,0.09808949793949068,0.22973109555211826,1.0,1.0,1.0,0.7466666666666667,nan
24.0,2.0,0.0,916.0,0.9702037090661836,0.6056828666821007,0.3917886912742022,0.8524685032238947,0.05355876201785577,0.16122165263278182,1.0,1.0,0.98,0.8,nan
24.0,2.0,1.0,916.0,1.0171574391418603,0.6182245393023711,0.3022034865195517,0.8516580956960477,0.058349589311416414,0.17835692694812977,1.0,1.0,1.0,0.8066666666666666,nan
24.0,2.0,2.0,916.0,0.9943680806388994,0.6049430844532808,0.28961691325036665,0.8657588152921462,0.053923631492397706,0.23590618743313682,1.0,1.0,1.0,0.8,nan
2.0,2.0,0.0,36.0,0.2502037090661836,-0.2743171333178992,1.0095052802914142,1.013129207371238,0.277705400462728,0.2748392095399322,1.0,1.0,0.62,0.36,nan
2.0,2.0,1.0,36.0,0.7771574391418604,0.4982245393023711,0.7051865920632394,0.9287765669747249,0.19994599437275584,0.2531918167633222,1.0,1.0,0.88,0.7466666666666667,nan
2.0,2.0,2.0,36.0,0.3143680806388994,0.23160975111994753,0.9834388616641428,1.0208244892009795,0.2280332125740502,0.15579871174541748,1.0,1.0,0.66,0.6133333333333333,nan
32.0,2.0,0.0,1476.0,0.9702037090661837,0.3923495333487675,0.40131399203397045,0.968896872419526,0.10128476340455678,0.21376312472657258,1.0,1.0,0.98,0.6933333333333334,nan
32.0,2.0,1.0,1476.0,1.0171574391418603,0.4315578726357044,0.3022034865195517,0.9499537945814556,0.06481470872547797,0.22913084202371026,1.0,1.0,1.0,0.7133333333333334,nan
32.0,2.0,2.0,1476.0,0.9943680806388994,0.49827641778661413,0.28961691325036665,0.9295009428066906,0.0532459222457615,0.24627409662476596,1.0,1.0,1.0,0.7466666666666667,nan
3.0,2.0,0.0,55.0,-0.3497962909338164,-0.31431713331789923,0.9875943024215555,1.0032541390640906,0.6556771993637085,0.6556771993637085,1.0,1.0,0.32,0.34,nan
3.0,2.0,1.0,55.0,0.5771574391418605,0.2848912059690378,0.8777947143706788,1.0123201142791345,0.1031695055119053,0.11119340772061453,1.0,1.0,0.78,0.64,nan
3.0,2.0,2.0,55.0,0.5543680806388994,0.2982764177866142,0.8890663944244179,1.0000551922968128,0.2542842013945037,0.19285096290656947,1.0,1.0,0.78,0.6466666666666666,nan
48.0,2.0,0.0,2980.0,0.9702037090661837,0.5256828666821008,0.3986697612107547,0.9067873499514353,0.07646415699347017,0.22399442145501933,1.0,1.0,0.98,0.76,nan
48.0,2.0,1.0,2980.0,1.0171574391418603,0.538224539302371,0.3022034865195517,0.8984288206617018,0.04665587816291773,0.2721029121992001,1.0,1.0,1.0,0.7666666666666667,nan
48.0,2.0,2.0,2980.0,0.9943680806388994,0.5782764177866141,0.28961691325036665,0.8712241941904816,0.05043327475537929,0.22119211059640012,1.0,1.0,1.0,0.7866666666666666,nan
4.0,2.0,0.0,76.0,0.5702037090661836,0.31234953334876747,0.8692000999990166,0.9945740708403001,0.15151562744561145,0.1578937894703518,1.0,1.0,0.78,0.6533333333333333,nan
4.0,2.0,1.0,76.0,0.8171574391418605,0.15155787263570442,0.6411376924526483,1.0435020058875262,0.16875473190707452,0.27590709866781254,1.0,1.0,0.9,0.5733333333333334,nan
4.0,2.0,2.0,76.0,0.7943680806388994,0.21827641778661416,0.6699513812966492,1.0182251699547487,0.19422308425149823,0.2693118465038909,1.0,1.0,0.9,0.6066666666666667,nan
5.0,2.0,0.0,99.0,0.5702037090661836,0.4723495333487674,0.889350334388961,0.9342143860693021,0.2543629683068866,0.3020524605243918,1.0,1.0,0.78,0.7333333333333333,nan
5.0,2.0,1.0,99.0,0.8571574391418605,0.27155787263570447,0.6081390350989843,1.026141746846286,0.12081244805086498,0.16110710751349264,1.0,1.0,0.92,0.6333333333333333,nan
5.0,2.0,2.0,99.0,0.7943680806388993,0.39160975111994756,0.6884819771085167,0.9708804427322515,0.28086789706256243,0.31245367453744016,1.0,1.0,0.9,0.6933333333333334,nan
64.0,2.0,0.0,4996.0,1.0102037090661837,0.6190162000154341,0.28583978455032477,0.8449595806826343,0.04802670886429041,0.23742564032082253,1.0,1.0,1.0,0.8066666666666666,nan
64.0,2.0,1.0,4996.0,1.0171574391418603,0.47155787263570437,0.3022034865195517,0.9360282328054363,0.052121152110010484,0.19694291961353466,1.0,1.0,1.0,0.7333333333333333,nan
64.0,2.0,2.0,4996.0,0.9943680806388994,0.4716097511199475,0.28961691325036665,0.9387914467018617,0.07599877318369863,0.2377109698069546,1.0,1.0,1.0,0.7333333333333333,nan
6.0,2.0,0.0,124.0,0.6502037090661836,0.5256828666821008,0.832925870186529,0.9106319337356128,0.14425516875480754,0.16212741837613293,1.0,1.0,0.82,0.76,nan
6.0,2.0,1.0,124.0,0.8971574391418603,0.41822453930237113,0.5541846206168275,0.9719806923592015,0.16302151267917117,0.29531148143415015,1.0,1.0,0.94,0.7066666666666667,nan
6.0,2.0,2.0,124.0,0.8743680806388993,0.2716097511199475,0.566960334176915,1.0160010793002356,0.13598760896431814,0.1878282093224258,1.0,1.0,0.94,0.6333333333333333,nan
8.0,2.0,0.0,180.0,1.0102037090661837,0.45901620001543414,0.28583978455032477,0.9444005993177735,0.09410587080172263,0.23630425609896824,1.0,1.0,1.0,0.7266666666666667,nan
8.0,2.0,1.0,180.0,0.9371574391418604,0.2582245393023711,0.495403167368658,1.0261864898649469,0.10614828568834576,0.18200107756178205,1.0,1.0,0.96,0.6266666666666667,nan
8.0,2.0,2.0,180.0,0.8743680806388993,0.37827641778661414,0.555652926615264,0.9765278692366174,0.07649108905752655,0.19036986990044777,1.0,1.0,0.94,0.6866666666666666,nan
96.0,2.0,0.0,10564.0,1.0102037090661837,0.5790162000154342,0.28583978455032477,0.8729488654791119,0.05873277226992741,0.2337740382437664,1.0,1.0,1.0,0.7866666666666666,nan
96.0,2.0,1.0,10564.0,1.0171574391418603,0.4982245393023711,0.3022034865195517,0.9215016097200125,0.04555641233836873,0.2227997108865993,1.0,1.0,1.0,0.7466666666666667,nan
